Id,SalePrice
1262,126010.81828526958
1263,139580.31593298723
1264,183610.7119434001
1265,188088.4110031256
1266,180363.3236836983
1267,196466.76789380325
1268,320117.03220386157
1269,337142.10735356086
1270,137747.55788599726
1271,219548.1919464348
1272,195833.94782103185
1273,112760.41181375916
1274,163207.64552988292
1275,127771.92811196053
1276,164248.7263929099
1277,158254.8718205159
1278,217727.43454546732
1279,251278.39654664573
1280,104575.62689028145
1281,228983.79860176193
1282,202837.54361210734
1283,135778.0718385084
1284,155249.1787858979
1285,209159.84142545698
1286,148343.1162580131
1287,184458.4485062724
1288,182770.39477313514
1289,251402.72271995468
1290,257545.27035796817
1291,145338.4453039439
1292,114344.33189600991
1293,190481.51263444673
1294,195689.61734534398
1295,122717.99714357598
1296,124009.22904399308
1297,144559.04959668024
1298,143142.29606888237
1299,715674.5111033248
1300,142199.30702749456
1301,215739.30227399518
1302,147007.906176858
1303,292762.7720291438
1304,248957.31007687107
1305,199312.36997531023
1306,290103.09193817776
1307,206202.9051131833
1308,130795.37485075727
1309,137679.352795614
1310,179243.63049901422
1311,260416.54628752288
1312,198657.23000059428
1313,310108.9859296699
1314,321917.3836323893
1315,93391.16614143818
1316,205855.40090260323
1317,270233.58226068364
1318,205521.3101263126
1319,280741.0842007662
1320,89142.37332532488
1321,195106.54110754252
1322,28333.924644000188
1323,210234.65652544505
1324,43955.09141860111
1325,289111.6625734324
1326,62169.03759549334
1327,30788.964712811576
1328,100266.24628616127
1329,263423.12885002204
1330,196291.5843914352
1331,266138.4816108326
1332,128882.4970571475
1333,83466.6632899851
1334,126748.99220361101
1335,134607.25550375838
1336,190052.66927865183
1337,192344.7443524988
1338,53473.95776315275
1339,207815.22960167937
1340,105934.20648601037
1341,107353.34311413247
1342,165989.81043270114
1343,268459.8037313445
1344,184902.9636507986
1345,176696.2183552254
1346,95773.4619461314
1347,259919.84877639898
1348,277765.2557016927
1349,220873.45504016406
1350,214757.07867008337
1351,246776.70263651747
1352,177537.22105550603
1353,155245.66477618617
1354,359265.20559161704
1355,232272.50058643048
1356,202692.34846751334
1357,106624.93305952183
1358,138925.8493140587
1359,167304.14441039148
1360,320473.93103140424
1361,200073.39475370443
1362,218639.85391968425
1363,130241.45038661628
1364,151080.79665744933
1365,163624.39016283
1366,202472.24503076822
1367,207783.59537425835
1368,134154.82283504284
1369,135986.1311956587
1370,253754.7192237954
1371,110701.96243507086
1372,180454.68727691885
1373,232387.7520852493
1374,405015.7214447039
1375,240294.17765916517
1376,259984.6520481403
1377,113934.0210695492
1378,167510.6756365266
1379,113394.88517082675
1380,121238.6134183128
1381,61536.795509065734
1382,229187.99616935896
1383,196785.28088529198
1384,153230.03053453803
1385,131650.69461255727
1386,92276.91448132743
1387,273919.25579857803
1388,204293.70452248567
1389,298657.4912390107
1390,149155.18399850916
1391,224237.26662233786
1392,202293.94101391698
1393,106968.4937736488
1394,188361.36542729213
1395,225974.49162250425
1396,277211.1646436877
1397,167595.16379110352
1398,133114.5039991005
1399,167908.9649321855
1400,164967.30455190508
1401,138246.73956654736
1402,166863.5337314615
1403,207066.32009836723
1404,253020.25629512873
1405,109844.73528127294
1406,252996.69131921435
1407,105765.752352716
1408,85994.44984389399
1409,114156.52667798399
1410,222517.4475491657
1411,216156.56339606707
1412,166865.7294541595
1413,76273.8502620786
1414,277433.81283813715
1415,180459.95903682715
1416,230606.45579607924
1417,167050.66109287273
1418,305504.20380749746
1419,133752.84941590333
1420,233387.4221356401
1421,169468.66714214612
1422,158111.44776110852
1423,137193.8562754044
1424,202742.32735802972
1425,148638.47487311112
1426,175943.79941372515
1427,240327.1339142393
1428,143017.62795776004
1429,98725.33584732848
1430,191342.2923790448
1431,153451.80542240507
1432,146231.76787319215
1433,81939.80658944041
1434,183562.4171180536
1435,144046.43322141538
1436,193066.14297617634
1437,100519.29165510365
1438,296974.17289285705
1439,181972.39126719342
1440,194845.97770694032
1441,221467.259041681
1442,137193.8562754044
1443,296563.66951725236
1444,131658.43110832322
1445,216856.32704651175
1446,124246.8008983685
1447,136930.11302102453
1448,256365.65453577967
1449,101287.44656114385
1450,68892.72139024446
1451,132653.05773439596
1452,265665.87917684484
1453,122874.20208987192
1454,114302.85202638604
1455,188822.83823399257
1456,178467.57049876684
1457,235666.59460513323
1458,226851.67569969455
1459,124402.8445595816
1460,141888.29590272743
